IdEspacioProtegido;IdTipoEspacioProtegido;Nombre;Superficie
ES6200046;59;Sierra de Enmedio;2284.86
ES6200047;59;Sierra de la Torrecilla;3557.30
ES6200048;59;Medio Marino;154526.12
ES620005;64;Sierra de las Moreras;1712.60
ES620006;64;Sierra Salinas;1343.00
ES620007;73;Calnegre y Cabo Cope;2665.68
ES620008;73;Carrascoy y el Valle;16685.80
ES620009;81;Sotos y Bosques de Ribera de Cañaverosa;248.78
ES620010;64;Los Barrancos de Gebas;1908.77
ES620011;73;Calblanque, Monte de las Cenizas y Peña del Águila;2798.25
ES620012;73;Salinas y Arenales de San Pedro del Pinatar;864.86
ES620013;73;Sierra Espuña;17693.18
ES620014;64;Cabezo Gordo;230.00
ES620015;64;Espacios Abiertos e Islas del Mar Menor;1230.94
ES620016;64;Humedal del Ajauque y Rambla Salada;895.61
ES620017;73;Sierra de El Carche;5869.13
ES620018;73;Sierra de la Pila;8851.03
ES620019;64;Saladares del Guadalentín;2035.00
ES620020;62;Monte Arabí;585.84
ES6300001;59;Islas Chafarinas;506.94
ES6310001;59;Calamocarro-Benzú;601.81
ES6310001;93;Calamocarro-Benzú;601.81
ES6310002;59;Zona marítimo-terrestre del Monte Hacho;864.90
ES6320001;59;Zona marítimo terrestre de los acantilados de Aguadú;56.17
ES6320002;59;Barranco del Nano;35.54
ES7010002;59;Barranco Oscuro;33.40
ES7010003;59;El Brezal;109.10
ES7010004;59;Azuaje;456.30
ES7010005;59;Los Tilos de Moya;89.00
ES7010006;59;Los Marteles;2803.70
ES7010007;59;Las Dunas de Maspalomas;361.25
ES7010008;59;Güigüí;2894.37
ES701001;69;Timanfaya;5176.64
ES7010010;59;Pilancones;5781.60
ES7010011;59;Amagro;487.60
ES7010012;59;Bandama;591.08
ES7010014;59;Cueva de Lobos;7612.79
ES7010016;59;Área marina de La Isleta;8549.28
ES7010017;59;Franja marina de Mogán;29993.00
ES7010018;59;Riscos de Tirajana;749.60
ES7010019;59;Roque de Nublo;446.40
ES701002;70;Archipiélago de Chinijo;46004.74
ES7010020;59;Sebadales de La Graciosa;1206.88
ES7010021;59;Sebadales de Guasimeta;1264.31
ES7010022;59;Sebadales de Corralejo;1906.57
ES7010023;59;Malpaís de la Arena;849.80
ES7010024;59;Vega de Río Palmas;367.29
ES7010025;59;Fataga;2725.90
ES7010027;59;Jinámar;31.81
ES7010028;59;Tufia;49.56
ES701003;62;Amagro;487.00
ES7010031;59;Islote de Lobos;454.33
ES7010032;59;Corralejo;2689.30
ES7010033;59;Jandía;14970.05
ES7010034;59;Montaña Cardón;1233.60
ES7010035;59;Playa de Sotavento de Jandía;5424.66
ES7010036;59;Punta del Mármol;29.90
ES7010037;59;Bahía del Confital;623.74
ES7010038;59;Barranco de La Virgen;559.40
ES7010039;59;El Nublo II;13956.00
ES701004;62;Arinaga;94.00
ES7010040;59;Hoya del Gamonal;627.30
ES7010041;59;Barranco de Guayadeque;709.40
ES7010042;59;La Playa del Matorral;98.30
ES7010042;93;La Playa del Matorral;98.30
ES7010044;59;Los Islotes;131.99
ES7010045;59;Archipiélago Chinijo;8806.80
ES7010046;59;Los Volcanes;9987.57
ES7010047;59;La Corona;2608.05
ES7010048;59;Bahía de Gando;477.70
ES7010049;59;Arinaga;91.11
ES701005;62;Barranco de Guayadeque;744.00
ES7010052;59;Punta de la Sal;133.29
ES7010053;59;Playa del Cabrón;953.74
ES7010054;59;Los Jameos;234.70
ES7010055;59;Amurga;5341.20
ES7010056;59;Sebadales de Playa del Inglés;2725.14
ES701006;62;Caldera de Gairía;236.00
ES7010062;59;Betancuria;3322.15
ES7010063;59;Nublo;7110.36
ES7010064;59;Ancones-Sice;223.30
ES7010065;59;Malpaís del Cuchillo;55.40
ES7010066;59;Costa de Sardina del Norte;1426.50
ES701007;62;La Corona;2602.00
ES701008;62;Los Ajaches;2961.00
ES701009;62;Malpaís de la Arena;850.00
ES701010;62;Montaña Cardón;1234.00
ES701011;62;Montaña de Tindaya;183.00
ES701012;70;Tamadaba;7488.00
ES701013;91;Playa del Matorral;96.00
ES701014;91;Roque de Gando;0.50
ES701015;91;Tufia;52.00
ES701016;62;Roque Aguayro;797.00
ES701017;62;Tauro;1257.00
ES701018;64;La Isleta;456.00
ES701019;64;Las Cumbres;4274.00
ES701020;64;Montaña de Agüimes;256.00
ES701021;64;Pino Santo;2994.00
ES701022;64;Tafira;1479.00
ES701023;64;Tenegüime;414.00
ES701024;64;Vallebrón;1653.00
ES701025;70;Jandía;14973.00
ES701026;70;Pilancones;5777.00
ES701027;74;Betancuria;16177.00
ES701028;74;Doramas;3879.00
ES701029;86;Inagua;3531.00
ES701030;91;Janubio;163.00
ES701031;91;Jinámar;31.00
ES701032;91;Juncalillo del Sur;186.00
ES701033;86;Barranco Oscuro;34.00
ES701034;85;Las Dunas de Maspalomas;360.00
ES701035;62;Bandama;322.00
ES701036;62;Islote de los Halcones;9.00
ES701037;62;Cueva de los Naturalistas;153.16
ES701038;62;Los Cuchillos de Vigán;5936.00
ES701039;62;Montañas de Fuego;385.00
ES701040;62;Montañón Negro;190.00
ES701041;70;Corralejo;2618.00
ES701042;62;Riscos de Tirajana;750.00
ES701043;62;Roque Nublo;442.00
ES701044;64;Fataga;2963.00
ES701045;64;La Geria;5318.68
ES701046;64;Lomo Magullo;178.00
ES701047;64;Malpaís Grande;3203.00
ES701048;70;Islote de Lobos;454.00
ES701049;70;Los Volcanes;9990.32
ES701050;74;Nublo;27405.00
ES701051;85;Azuaje;71.00
ES701052;85;El Brezal;110.00
ES701053;85;Güi-güí;2893.00
ES701054;85;Los Marteles;3549.00
ES701055;85;Los Tilos de Moya;90.00
ES701056;86;Los Islotes;138.29
ES701057;91;Los Jameos;31.00
ES701058;62;Ajuí;32.00
ES701059;62;Barranco del Draguillo;232.00
ES7011001;59;Los Risquetes;9.10
ES7011002;59;Cagafrecho;630.38
ES7011003;59;Pino Santo;1564.80
ES7011004;59;Macizo de Tauro II;5117.60
ES7011005;59;Sebadales de Güigüí;7222.01
ES7020001;59;Mencáfete;454.60
ES7020002;59;Roques de Salmor;4.50
ES7020003;59;Tibataje;596.75
ES7020004;59;Risco de Las Playas;999.02
ES7020006;59;Timijiraque;376.68
ES7020008;59;Pinar de Garafía;1027.50
ES7020009;59;Guelguén;1065.21
ES702001;69;El Teide;18833.03
ES7020010;59;Las Nieves;5111.86
ES7020011;59;Cumbre Vieja;7522.10
ES7020012;59;Montaña de Azufre;75.80
ES7020014;59;Risco de la Concepción;65.70
ES7020015;59;Costa de Hiscaguán;249.90
ES7020016;59;Barranco del Jorado;98.20
ES7020017;59;Franja marina Teno-Rasca;69490.53
ES7020018;59;Tubo volcánico de Todoque;45.19
ES702002;69;La Caldera de Taburiente;4394.37
ES7020020;59;Tablado;223.60
ES7020021;59;Barranco de las Angustias;1699.00
ES7020022;59;Tamanca;2074.59
ES7020024;59;Juan Mayor;28.30
ES7020025;59;Barranco del Agua;74.20
ES7020026;59;La Caldereta;18.00
ES7020028;59;Benchijigua;483.20
ES7020029;59;Puntallana;282.82
ES702003;69;Garajonay;3726.50
ES7020030;59;Majona;1975.70
ES7020032;59;Roque Cano;57.10
ES7020033;59;Roque Blanco;29.80
ES7020034;59;La Fortaleza;53.10
ES7020035;59;Barranco del Cabrito;1160.40
ES7020037;59;Lomo del Carretón;248.50
ES7020039;59;Orone;1706.60
ES702004;62;Barranco de Fasnia y Güímar;151.00
ES7020041;59;Charco del Conde;9.20
ES7020042;59;Charco de Cieno;5.20
ES7020043;59;Parque Nacional del Teide;18993.10
ES7020044;59;Ijuana;903.18
ES7020045;59;Pijaral;295.70
ES7020046;59;Los Roques de Anaga;9.80
ES7020047;59;Pinoleris;178.40
ES7020048;59;Malpaís de Güímar;289.46
ES7020049;59;Montaña Roja;166.51
ES7020049;93;Montaña Roja;166.51
ES702005;62;Barranco del Cabrito;1160.00
ES7020050;59;Malpaís de la Rasca;313.85
ES7020051;59;Barranco del Infierno;1824.10
ES7020052;59;Chinyero;2380.00
ES7020053;59;Las Palomas;582.70
ES7020054;59;Corona Forestal;41067.70
ES7020055;59;Barranco de Fasnia y Güímar;151.10
ES7020056;59;Montaña Centinela;130.70
ES7020057;59;Mar de Las Calmas;9890.14
ES7020058;59;Montañas de Ifara y Los Riscos;284.90
ES702006;62;Barranco del Jorado;98.00
ES7020061;59;Roque de Jama;92.50
ES7020064;59;Los Sables;3.10
ES7020065;59;Montaña de Tejina;167.70
ES7020066;59;Roque de Garachico;3.04
ES7020066;93;Roque de Garachico;3.04
ES7020068;59;La Rambla de Castro;43.66
ES7020069;59;Las Lagunetas;3568.30
ES702007;62;Roque de Garachico;3.00
ES7020070;59;Barranco de Erques;262.70
ES7020071;59;Montaña de la Centinela ;15.00
ES7020072;59;Montaña de la Breña;26.10
ES7020073;59;Los Acantilados de la Culata;440.90
ES7020074;59;Los Campeches, Tigaiga y Ruiz;543.50
ES7020075;59;La Resbala;590.60
ES7020076;59;Riscos de Bajamar;26.00
ES7020077;59;Acantilado de la Hondura;32.50
ES7020078;59;Tabaibal del Porís;47.50
ES702008;62;Roque de Jama;92.00
ES7020081;59;Interián;100.20
ES7020082;59;Barranco de Ruiz;95.30
ES7020084;59;Barlovento, Garafía, El Paso y Tijarafe;5561.70
ES7020085;59;El Paso y Santa Cruz de La Palma;1390.50
ES7020086;59;Santa Cruz de La Palma;216.00
ES7020087;59;Breña Alta;60.80
ES7020088;59;Sabinar de Puntallana;14.10
ES7020089;59;Sabinar de La Galga;81.00
ES702009;62;La Caldera;40.00
ES7020090;59;Monteverde de Don Pedro-Juan Adalid;483.10
ES7020091;59;Monteverde de Gallegos-Franceses;1408.60
ES7020092;59;Monteverde de Lomo Grande;494.90
ES7020093;59;Monteverde de Barranco Seco-Barranco del Agua;1939.10
ES7020094;59;Monteverde de Breña Alta;823.20
ES7020095;59;Anaga;10349.82
ES7020096;59;Teno;6121.03
ES7020097;59;Teselinde-Cabecera de Vallehermoso;2340.90
ES7020098;59;Montaña del Cepo;1160.27
ES7020099;59;Frontera;8816.67
ES702010;62;Caldera del Rey;177.00
ES7020100;59;Cueva del Viento;137.70
ES7020101;59;Laderas de Enchereda;682.60
ES7020102;59;Barranco de Charco Hondo;392.40
ES7020103;59;Barranco de Argaga;187.10
ES7020104;59;Valle Alto de Valle Gran Rey;706.80
ES7020105;59;Barranco del Águila;164.40
ES7020106;59;Cabecera Barranco de Aguajilva;140.30
ES7020107;59;Cuenca de Benchijigua-Guarimiar;1341.40
ES7020108;59;Taguluche;139.50
ES7020109;59;Barrancos del Cedro y Liria;584.18
ES7020109;93;Barrancos del Cedro y Liria;584.18
ES702011;62;Costa de Hiscaguán;249.00
ES7020110;59;Barranco de Niágara;38.70
ES7020111;59;Barranco de Orchilla;18.40
ES7020112;59;Barranco de las Hiedras-El Cedro;166.40
ES7020113;59;Acantilado costero de Los Perros;65.90
ES7020114;59;Riscos de Lara;103.40
ES7020115;59;Laderas de Chío;197.10
ES7020116;59;Sebadales del sur de Tenerife;2677.14
ES7020117;59;Cueva marina de San Juan;0.70
ES7020118;59;Barranco de Icor;36.50
ES7020119;59;Lomo de Las Eras;1.70
ES702012;62;Montaña Centinela;131.00
ES7020120;59;Sebadal de San Andrés;577.92
ES7020121;59;Barranco Madre del Agua;9.80
ES7020122;59;Franja marina de Fuencaliente;7064.35
ES7020123;59;Franja marina Santiago-Valle Gran Rey;13133.89
ES7020124;59;Costa de Garafía;3468.04
ES7020125;59;Costa de los Órganos;1164.00
ES7020126;59;Costa de San Juan de la Rambla;1602.90
ES7020127;59;Risco de la Mérica;38.30
ES7020128;59;Sebadales de Antequera;270.13
ES7020129;59;Piña de mar de Granadilla;0.93
ES702013;62;Montaña Colorada;507.00
ES702014;62;Montaña de Guaza;718.00
ES702015;62;Montaña de los Frailes;25.00
ES702016;62;Montaña de Azufre;76.00
ES702017;62;Montañas de Ifara y Los Riscos;285.00
ES702018;62;Las Playas;967.00
ES702019;62;Lomo del Carretón;249.98
ES702020;62;Derriscaderos;265.00
ES702021;62;Los Órganos;152.00
ES702022;62;Volcanes de Aridane;101.00
ES702023;62;Montaña Amarilla;28.00
ES702024;62;Montaña Tejina;168.00
ES702025;62;Montaña Pelada;151.00
ES702026;70;Corona Forestal;41083.30
ES702027;91;Tabaibal del Porís;48.00
ES702028;62;Risco de la Concepción;66.00
ES702029;62;Roque Blanco;27.44
ES702030;62;Roque Cano;57.00
ES702031;91;La Caleta;76.82
ES702032;64;Barranco de Erques;238.00
ES702033;64;Barranco de las Angustias;1645.11
ES702034;64;Costa de Acentejo;384.00
ES702035;64;Rambla de Castro;45.00
ES702036;64;Orone;1707.00
ES702037;64;Timijiraque;375.00
ES702038;64;Ventejís;1124.00
ES702039;70;Majona;1953.33
ES702040;74;Anaga;14266.11
ES702041;74;Frontera;12285.62
ES702042;74;Teno;7993.00
ES702043;74;Valle de Gran Rey;1944.51
ES702044;85;Barranco del Infierno;1824.00
ES702045;85;Guelguén;1062.00
ES702046;85;Malpaís de Güímar;449.00
ES702047;85;Malpaís de La Rasca;313.00
ES702048;85;Montaña Roja;163.00
ES702049;85;Puntallana;286.00
ES702050;85;Tibataje;593.00
ES702051;86;Benchijigua;480.75
ES702052;86;Pinar de Garafía;1028.00
ES702053;91;Charco del Conde;10.00
ES702054;91;Juan Mayor;28.00
ES702055;91;Barranco del Agua;74.00
ES702056;64;Acantilados de La Culata;541.00
ES702057;91;Acantilado de la Hondura;32.00
ES702058;91;Acantilados de Alajeró;281.00
ES702059;62;Idafe;0.40
ES702060;62;La Fortaleza;53.00
ES702061;62;Los Roques;104.00
ES702062;70;Cumbre Vieja;7522.00
ES702063;91;Las Salinas de Fuencaliente;7.00
ES702064;62;El Teide;3586.00
ES702065;62;Tubo Volcánico de Todoque;2.00
ES702066;64;El Remo;184.00
ES702067;64;Tablado;224.00
ES702068;64;Ifonche;770.00
ES702069;64;La Resbala;769.00
ES702070;64;Las Lagunetas;4151.00
ES702071;64;Siete Lomas;1001.00
ES702072;64;Campeches, Tigaiga y Ruiz;639.00
ES702073;64;Tamanca;2020.00
ES702074;70;Las Nieves;5113.45
ES702075;85;Chinyero;2380.00
ES702076;85;Las Palomas;583.00
ES702077;86;Pijaral;296.00
ES702078;86;Ijuana;902.00
ES702079;86;Mencáfete;454.00
ES702080;86;Pinoleris;178.00
ES702081;86;Roques de Anaga;10.00
ES702082;86;Roques de Salmor;4.00
ES702083;91;Acantilados de Isorana;25.00
ES702084;91;Barranco de Ruiz;95.00
ES702085;91;Charco de Cieno;5.00
ES702086;91;Interián;100.00
ES702087;62;Volcanes de Teneguía;952.00
ES801001;69;Picos de Europa;63600.71
ES802001;69;Sierra de Guadarrama;33959.88
ES90ATL01;59;El Cachucho;234950.33
ES999922;93;Àrees emergides de les Illes Columbretes;19.40
ES999923;93;Penya-segats de la Marina;943.08
ES999924;93;Illa de Tabarca;43.48
ES999925;93;Sierra de Malacara;15066.30
ES999926;93;Clot de Galvany;271.87
ES999927;93;Desembocadura del riu Millars;345.84
ES999928;94;Serra d'en Galceran (ZEC);11320.00
ES999929;94;Sabinar de Alpuente (ZEC);9200.83
ES999930;94;Alto Turia (ZEC);14444.00
ES999931;94;Sierra del Negrete (ZEC);21934.10
ES999932;94;Serra d'Enguera (ZEC);17305.50
ES999933;94;Sierra de Malacara (ZEC);15066.30
ES999934;94;Muela de Cortes y el Caroche (ZEC);61519.10
ES999935;94;Valle de Ayora y sierra del Boquerón (ZEC);16766.60
ES999936;94;Sierras de Martés y el Ave (ZEC);35242.00
ES999937;94;Marjal dels Moros (ZEC);619.45
ES999938;94;Marjal de Nules (ZEC);644.30
ES999939;94;Lavajos de Sinarcas (ZEC);24.80
ES999940;94;Desembocadura del riu Millars (ZEC);345.84
ES999941;94;Hoces del Cabriel (ZEC);13274.00
ES999942;94;Serra Calderona (ZEC);17781.30
ES999943;94;Serra d'Espadà (ZEC);31023.10
ES999944;94;Desert de les Palmes (ZEC);3070.83
ES999945;94;Serres de Mariola i el Carrascar de la Font Roja (ZEC);19945.90
ES999946;94;Marjal de Pego-Oliva (ZEC);1255.02
ES999947;94;Salinas de Santa Pola (ZEC);2504.12
ES999948;94;Llacunes de la Mata i Torrevieja (ZEC);3709.16
ES999949;94;El Fondo d'Elx-Crevillent (ZEC);2374.63
ES999950;94;Algepsars de Finestrat (ZEC);102.65
ES999951;94;Cueva del Perro (ZEC);1.00
ES999952;94;Cova Juliana (ZEC);1.00
ES999953;94;Cova dels Mosseguellos (ZEC);1.00
ES999954;94;Túnel de Canals (ZEC);1.00
ES999955;94;Cova de les Rates Penades (ZEC);1.00
ES999956;94;Cova Xurra (ZEC);1.00
ES999957;94;Cova de la Moneda (ZEC);1.00
ES999958;94;Cueva Negra (ZEC);1.00
ES999959;94;Sima de les Graelles (ZEC);1.00
ES999960;94;Cova de les Meravelles - Alzira (ZEC);1.00
ES999961;94;Cova de les Meravelles - Llombai (ZEC);1.00
ES999962;94;Sima de l'Àguila (ZEC);1.00
ES999963;94;Túnel del Carcalín (ZEC);1.00
ES999964;94;Cueva del Barranco Hondo (ZEC);1.00
ES999965;94;Cova del Sardiner (ZEC);1.00
ES999966;94;Forat d'en Ferràs (ZEC);1.00
ES999967;94;Cova Obscura (ZEC);1.00
ES999968;70;Parque Natural de la Serra Gelada (marino);4977.23
ES999977;67;Serra del Puig;17.45
ES999978;67;Matamón;692.56
ES999979;67;Monte Coto-Pinoso;286.10
ES999980;67;Muela de los Tres Reinos;56726.00
ES999981;67;Los Chorradores;28.95
ES999982;67;Los Algezares;507.34
ES999983;67;Lagunas de Lo Monte;10.16
ES999984;67;Nacimiento del Río Tuéjar;600.67
ES999985;67;La Manguilla;10.80
ES999986;67;Muntanya de Llaurí;223.83
ES999987;67;Penyes Albes;347.42
ES999988;67;Barranco la Hoz;1008.99
ES999989;67;Barranc de la Fos;604.74
ES999990;67;La Colaita;951.08
ES999991;67;Sierra de Chiva;5744.00
ES999992;67;Sant Pasqual-Torretes;69.30
ES999993;67;La Sierra;185.53
ES999994;67;Les Fontanelles;86.42
ES999995;67;El Molón;199.81
ES999996;67;Serra de les Àguiles i Sant Pasqual;384.06
ES999997;67;Castillo de Arenós;32.51
ES999998;67;Pereroles;360.67
ES9999999;90;Otros Espacios Protegidos;99999.00
esm04;99;esm04;12345.00
esme05;50;esm05;32432.00
ESZZ12001;59;Banco de Galicia;1035191.88
ESZZ12002;59;Volcanes de fango del Golfo de Cádiz;318599.78
ESZZ12003;59;Sistema de Cañones Submarinos de Avilés;339025.63
ESZZ15001;59;Banco de la Concepción;610067.13
ESZZ15002;59;Espacio marino del oriente y sur de Lanzarote-Fuerteventura;1432842.46
ESZZ16001;59;Sistema de cañones submarinos occidentales del Golfo de León;94405.22
ESZZ16002;59;Canal de Menorca;337980.55
ESZZ16003;59;Sur de Almería - Seco de los Olivos;282924.54
ESZZ16004;59;Espacio Marino de Illes Columbretes;1278.62
ESZZ16005;59;Espacio Marino de Alborán;10887.96
ESZZ16006;59;Espacio marino de Ifac;922.97
ESZZ16007;59;Espacio marino de la Marina Alta;2319.26
ESZZ16007;93;Espacio marino de la Marina Alta;2319.26
ESZZ16008;59;Espacio marino del Cabo de les Hortes;4253.26
ESZZ16009;59;Espacio marino de Cabo Roig;4686.50
ESZZ16009;93;Espacio Marino de Cabo Roig;4686.50
ESZZ16010;59;Espacio marino del entorno de Illes Columbretes;12286.47
ESZZ16010;93;Espacio marino del entorno de Illes Columbretes;12286.47
X001;78;Valle del Cabriel;421797.00
X002;78;Alto Turia;67.00
